part_number,physical_title,state_definition,revision,description,material,finish,make_buy,manufacturer,cad_classification,mass_kg,volume_mm3,solid_count,face_count,bbox_mm,neutral_ap242_path,neutral_ap242_bytes,neutral_ap242_sha256,native_brep_path,native_brep_bytes,native_brep_sha256,four_view_render_path,four_view_render_bytes,four_view_render_sha256,installed_location_reference,installed_location_image,section_cutaway_status,release_status
DF8-SHORT14-PACK-RADIAL-TIE-1-3,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_03,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-1-3__DEPLOYED__LOCAL_AP242.step,17774,3e995b409b1c9be28bd9a17a3b676494f0832e3182a231f331cdd6afbd1698c6,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-1-3__DEPLOYED__LOCAL_OCCT.brep,3035,87611f294e0a262d73534dcab9bd156ac9b734787bf69312c51cb2e042857c5d,renders/DF8-SHORT14-PACK-RADIAL-TIE-1-3__DEPLOYED__FOUR_VIEW.png,76224,cce6e18551c24163d0dfa648080b067bddb880b863e45163707eea78857d502b,PACK-RADIAL-TIE-1-3 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-1,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_04,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-1__STOWED__LOCAL_AP242.step,17762,9def6d94c51b8fd1bed10203643793b8cf680981c4726882f8c02d2595858d64,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-1__STOWED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-1__STOWED__FOUR_VIEW.png,76198,f72c658ed7df40df0af0f331586377783f949501fb6102f3e2db2bca46eec784,PACK-RADIAL-TIE-2-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-1,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_04,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-1__DEPLOYED__LOCAL_AP242.step,17774,724f8a16adf0536f1ee299f780404cbda1f39a85eb49e287d8d5319ded4e8ff7,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-1__DEPLOYED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-1__DEPLOYED__FOUR_VIEW.png,76047,d2746cb87e86c9a37a1d3ec269f56118404f9a755bd04dcf194c68018aaac119,PACK-RADIAL-TIE-2-1 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-2,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_05,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-2__STOWED__LOCAL_AP242.step,17762,bcce652db2bf6af741e94df4ccb36b0083c1153bb583d0455fe5833bc80600a0,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-2__STOWED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-2__STOWED__FOUR_VIEW.png,76143,f89f7cf4dcbabfeded2e69b0ae517c8f328657a9e194c66ffd0dcb308d34aa2d,PACK-RADIAL-TIE-2-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-2,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_05,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-2__DEPLOYED__LOCAL_AP242.step,17774,1def0419b79d31fb0c018059afb2e281f22e50c67f7405106d77b94182e614a8,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-2__DEPLOYED__LOCAL_OCCT.brep,3035,4e16faed195513e1c0ba19f26c45d1f092db8bab54ca03e2177095714c172fec,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-2__DEPLOYED__FOUR_VIEW.png,76053,2e8a4ca72f0297151f166c894ac6cf7fca8ba52f30301cc100b6bbf45724b87b,PACK-RADIAL-TIE-2-2 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-3,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_06,STOWED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-3__STOWED__LOCAL_AP242.step,17762,48d0927451124f57783d29641ff0708066efd378ba12e4230294272305166362,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-3__STOWED__LOCAL_OCCT.brep,3035,87611f294e0a262d73534dcab9bd156ac9b734787bf69312c51cb2e042857c5d,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-3__STOWED__FOUR_VIEW.png,76636,31f444346631625bae16d4769ae244690e1b8c18ccaf9803274edca933831626,PACK-RADIAL-TIE-2-3 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PACK-RADIAL-TIE-2-3,PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_06,DEPLOYED,A,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,HMPE webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004,258.0,1,6,"{""xmin"":27.9999999,""xmax"":45.20000010000001,""ymin"":-2.500000100000007,""ymax"":2.500000100000007,""zmin"":-1.5000001000000072,""zmax"":1.5000001000000072}",neutral_ap242/DF8-SHORT14-PACK-RADIAL-TIE-2-3__DEPLOYED__LOCAL_AP242.step,17775,2b1c195cace731e67d8c5fc6a7bf140caf2c6d2bafdfa87aabc0409aae9611eb,native_brep/DF8-SHORT14-PACK-RADIAL-TIE-2-3__DEPLOYED__LOCAL_OCCT.brep,3035,87611f294e0a262d73534dcab9bd156ac9b734787bf69312c51cb2e042857c5d,renders/DF8-SHORT14-PACK-RADIAL-TIE-2-3__DEPLOYED__FOUR_VIEW.png,76560,4567c78ca593e13cfa5293bcd88d57f69c47f145308149e7c74f1c1cd26d906a,PACK-RADIAL-TIE-2-3 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PIVOT-CARRIER-PRIMARY-LUG-001,SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_PRIMARY_LUG_TI,STOWED,B,SOURCE-EXACT DOUBLE-SHEAR PIVOT CARRIER PRIMARY LUG,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0013538421744136802,305.6077143146005,1,38,"{""xmin"":-6.5019786913759505,""xmax"":6.5019786913759505,""ymin"":-9.001978691375951,""ymax"":-6.9980213086240495,""zmin"":-11.00000010000002,""zmax"":8.001016044228042}",neutral_ap242/DF8-SHORT14-PIVOT-CARRIER-PRIMARY-LUG-001__STOWED__LOCAL_AP242.step,155415,a9f5b9c01e21a67aeda28b18b36c9814e7ff213d01d4657d02bf8420c12c9fbc,native_brep/DF8-SHORT14-PIVOT-CARRIER-PRIMARY-LUG-001__STOWED__LOCAL_OCCT.brep,75291,5579ced174a94d81dcedf25384dc6075cd0e91411f5493e1b066278c4f9c5770,renders/DF8-SHORT14-PIVOT-CARRIER-PRIMARY-LUG-001__STOWED__FOUR_VIEW.png,228652,6a43bcab06f12ea9401c2847c19e304729ec9763724a82768b6c696097f74a24,PIVOT-CARRIER-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | PIVOT-CARRIER-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | PIVOT-CARRIER-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PIVOT-CARRIER-SECONDARY-LUG-001,SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_SECONDARY_LUG_TI,STOWED,B,SOURCE-EXACT DOUBLE-SHEAR PIVOT CARRIER SECONDARY LUG,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0013531087490951286,305.4421555519478,1,38,"{""xmin"":-6.5019786913759505,""xmax"":6.5019786913759505,""ymin"":6.9980213086240495,""ymax"":9.001978691375951,""zmin"":-11.00000010000002,""zmax"":8.001016044228042}",neutral_ap242/DF8-SHORT14-PIVOT-CARRIER-SECONDARY-LUG-001__STOWED__LOCAL_AP242.step,155456,af9df9c2ba02d979661a0dd623abcc325ccd2059c41e00562bda11bc237b39d2,native_brep/DF8-SHORT14-PIVOT-CARRIER-SECONDARY-LUG-001__STOWED__LOCAL_OCCT.brep,74506,6f27c13d32177577c4864378b423bf91a057e2e1936fb13c98025762502e07ff,renders/DF8-SHORT14-PIVOT-CARRIER-SECONDARY-LUG-001__STOWED__FOUR_VIEW.png,233187,9b4226e6e142e2d29b39e5600d8eda7917eb6f07dbe5ccc47cf573c24406c00c,PIVOT-CARRIER-1-SECONDARY in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | PIVOT-CARRIER-2-SECONDARY in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | PIVOT-CARRIER-3-SECONDARY in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PULL-TAB-KEEPER-001,LOW-FORCE_PULL-TAB_SNAG_KEEPER,STOWED,A,LOW-FORCE PULL-TAB SNAG KEEPER,Cordura and low-force hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.01,1044.0,1,10,"{""xmin"":-1.500000100000001,""xmax"":1.500000100000001,""ymin"":-19.0000001,""ymax"":19.0000001,""zmin"":-13.000000100000001,""zmax"":13.000000100000001}",neutral_ap242/DF8-SHORT14-PULL-TAB-KEEPER-001__STOWED__LOCAL_AP242.step,32510,1cec67a9e265d76cc83c3594b45f127095edab5cd35c060a44dbb369db71c5af,native_brep/DF8-SHORT14-PULL-TAB-KEEPER-001__STOWED__LOCAL_OCCT.brep,5482,f3407f2b29854acaa2d03b5482ba9242cc1a3d5f66c231c123469bb69f4b8175,renders/DF8-SHORT14-PULL-TAB-KEEPER-001__STOWED__FOUR_VIEW.png,96701,60229b9ce5b3cc178b29b3a761f98bf466c299f6f4e9b134d8ea3913ab322637,PULL-TAB-KEEPER in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-PULL-TAB-KEEPER-001,LOW-FORCE_PULL-TAB_SNAG_KEEPER,DEPLOYED,A,LOW-FORCE PULL-TAB SNAG KEEPER,Cordura and low-force hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.01,1044.0,1,10,"{""xmin"":-1.500000100000001,""xmax"":1.500000100000001,""ymin"":-19.0000001,""ymax"":19.0000001,""zmin"":-13.000000100000001,""zmax"":13.000000100000001}",neutral_ap242/DF8-SHORT14-PULL-TAB-KEEPER-001__DEPLOYED__LOCAL_AP242.step,32523,fc06cfcc119ce53134808be644963e13a08f363c7f867f7b9492df4dd6044497,native_brep/DF8-SHORT14-PULL-TAB-KEEPER-001__DEPLOYED__LOCAL_OCCT.brep,5482,f3407f2b29854acaa2d03b5482ba9242cc1a3d5f66c231c123469bb69f4b8175,renders/DF8-SHORT14-PULL-TAB-KEEPER-001__DEPLOYED__FOUR_VIEW.png,96337,5a520e32ec0e37fed455c0df3f8b6c0b8b12b29e6ac5cc6ede5da3f1cc9d2f54,PULL-TAB-KEEPER in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-RECOVERY-HARDPOINT-RING-001,LOW-PROFILE_STRUCTURAL_RECOVERY_HARDPOINT_RING_WITH_DOUBLE-SHEAR_YOKE_TI,STOWED,A,LOW-PROFILE STRUCTURAL RECOVERY HARDPOINT RING WITH DOUBLE-SHEAR YOKE,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.03021004481956056,6819.423209833084,1,40,"{""xmin"":-25.30000010000001,""xmax"":27.301651418435874,""ymin"":-25.307777132901528,""ymax"":25.307777132901528,""zmin"":-5.3015452988996525,""zmax"":5.301545298899641}",neutral_ap242/DF8-SHORT14-RECOVERY-HARDPOINT-RING-001__STOWED__LOCAL_AP242.step,183390,c726c51e4dc5fc768dc0e457907243537a6444693cdca4821596278990f9327a,native_brep/DF8-SHORT14-RECOVERY-HARDPOINT-RING-001__STOWED__LOCAL_OCCT.brep,66432,3825d7f385425cba0e13c8afd5f1ff9a2cd53b2bf0c8d9ec8c9abde44e2a4b30,renders/DF8-SHORT14-RECOVERY-HARDPOINT-RING-001__STOWED__FOUR_VIEW.png,226150,df20e817d8c94f0a9192c11a1d49a10b93a508981abd44318653df79e364f8eb,RECOVERY-HARDPOINT-RING in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-STOW-DOG-GUIDE-001,SHORTENED-ARM_STOW-DOG_GUIDE_WITH_TERMINATION-RING_WELD_TONGUE_SS,STOWED,A,SHORTENED-ARM STOW-DOG GUIDE WITH TERMINATION-RING WELD TONGUE,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.000530677401823469,68.47450346109278,1,30,"{""xmin"":10.279999899999996,""xmax"":20.000000100000005,""ymin"":-2.7502344070139273,""ymax"":9.540357540699066,""zmin"":-3.000000100000004,""zmax"":3.694000099999964}",neutral_ap242/DF8-SHORT14-STOW-DOG-GUIDE-001__STOWED__LOCAL_AP242.step,101163,19380487c8d6848351444003eaf11e603b256fe908cb231ebfa63d6c33e3199a,native_brep/DF8-SHORT14-STOW-DOG-GUIDE-001__STOWED__LOCAL_OCCT.brep,28584,4044d9b31ce7e46afe96c1c1aa8c76921977a000c069f148c516b72d3f23347f,renders/DF8-SHORT14-STOW-DOG-GUIDE-001__STOWED__FOUR_VIEW.png,178419,306eebbeb76fd2f6327be2582bbb2ab3f4a094d811483b705a932a4dfecf9d40,STOW-DOG-GUIDE-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-GUIDE-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-GUIDE-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001,STRUCTURAL_TETHER_EXIT_CHAFE_SLEEVE_TPU,STOWED,A,STRUCTURAL TETHER EXIT CHAFE SLEEVE,TPU-coated HMPE tubular webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,105.88738038924538,1,4,"{""xmin"":27.336444340521364,""xmax"":35.991756836830014,""ymin"":-3.2000001000001395,""ymax"":3.200000100000139,""zmin"":1611.2239646544817,""zmax"":1619.7683371115454}",neutral_ap242/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__STOWED__LOCAL_AP242.step,12391,69a24f36fbee5eb70a986b5b430ebc4b30694aa7ee0c2f54486a6d675f550013,native_brep/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__STOWED__LOCAL_OCCT.brep,3265,19ae5dfd26628e770cd9e66400e893dd1c40e6baf577c9ea0fa9457901309fbc,renders/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__STOWED__FOUR_VIEW.png,383343,a9c3a7381cb535356e188586cecdf3eb4579a0025ef56aa19db4aab765820365,TETHER-EXIT-CHAFE-SLEEVE in Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001,STRUCTURAL_TETHER_EXIT_CHAFE_SLEEVE_TPU,DEPLOYED,A,STRUCTURAL TETHER EXIT CHAFE SLEEVE,TPU-coated HMPE tubular webbing,"Chafe-protected, heat-sealed and clean",MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,105.88738038924329,1,4,"{""xmin"":27.175475870637793,""xmax"":35.648053541126906,""ymin"":-3.200000100000115,""ymax"":3.2000001000001146,""zmin"":1611.4931229294614,""zmax"":1619.8009947175974}",neutral_ap242/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__DEPLOYED__LOCAL_AP242.step,12403,c2855968fd27053314f536bddd08d1488b980199fbfda5c583a10741d28d9b89,native_brep/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__DEPLOYED__LOCAL_OCCT.brep,3293,5e20f88e06a5e896525320b93214fe422448116a6148236a6d4bc3e815272e5a,renders/DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001__DEPLOYED__FOUR_VIEW.png,390587,037ba368231ba71cef43ae06ac43f347ab4ddeae4043e06d3b0625927dca4bcd,TETHER-EXIT-CHAFE-SLEEVE in Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-WATER-ENTRY-MESH-001,REINFORCED_OPEN-MESH_WATER-ENTRY_WINDOW_AND_DRAIN,STOWED,A,REINFORCED OPEN-MESH WATER-ENTRY WINDOW AND DRAIN,Polyester open mesh with Cordura frame,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,776.6399999999999,1,70,"{""xmin"":-0.5000001000000073,""xmax"":0.5000001000000073,""ymin"":-15.000000100000006,""ymax"":15.000000100000006,""zmin"":-26.00000010000001,""zmax"":26.00000010000001}",neutral_ap242/DF8-SHORT14-WATER-ENTRY-MESH-001__STOWED__LOCAL_AP242.step,251035,217a32f518feef2260ee10c3099b28ca4a5a6fd2ad7ec7868118b31d143c0e5b,native_brep/DF8-SHORT14-WATER-ENTRY-MESH-001__STOWED__LOCAL_OCCT.brep,52399,86ae2f580c222fbc4e9611b0bb74faf1f2b7ebf0e6c1efd150f100fde9af029d,renders/DF8-SHORT14-WATER-ENTRY-MESH-001__STOWED__FOUR_VIEW.png,141402,c782a82a0b12ab2ec2374252d1b6f9e0cf1bdd93c9319b32000b39a5fd39b142,WATER-ENTRY-MESH in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-WATER-ENTRY-MESH-001,REINFORCED_OPEN-MESH_WATER-ENTRY_WINDOW_AND_DRAIN,DEPLOYED,A,REINFORCED OPEN-MESH WATER-ENTRY WINDOW AND DRAIN,Polyester open mesh with Cordura frame,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,776.6399999999999,1,70,"{""xmin"":-0.5000001000000073,""xmax"":0.5000001000000073,""ymin"":-15.000000100000006,""ymax"":15.000000100000006,""zmin"":-26.00000010000001,""zmax"":26.00000010000001}",neutral_ap242/DF8-SHORT14-WATER-ENTRY-MESH-001__DEPLOYED__LOCAL_AP242.step,251045,fa29be31cfbd10e6733bf46e1260fb9717e9b9784111fa6dff02ccdf0949522a,native_brep/DF8-SHORT14-WATER-ENTRY-MESH-001__DEPLOYED__LOCAL_OCCT.brep,52399,86ae2f580c222fbc4e9611b0bb74faf1f2b7ebf0e6c1efd150f100fde9af029d,renders/DF8-SHORT14-WATER-ENTRY-MESH-001__DEPLOYED__FOUR_VIEW.png,141607,88b36122538f05db4ec377f4ffff7153c729fef083869cd6315a9b742844dfc3,WATER-ENTRY-MESH in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
